timestamp,temperature_c,battery_voltage_v,battery_current_a,solar_panel_voltage_v,solar_panel_current_a,cpu_temperature_c,memory_usage_pct,signal_strength_dbm,anomaly
2026-01-01 13:30:00,25.484,28.147,3.026,32.738,4.639,38.726,55.435,-64.958,0
2026-01-01 13:40:00,25.683,28.161,3.149,32.513,4.432,40.782,58.522,-64.829,0
2026-01-01 13:50:00,25.658,28.388,3.109,32.231,4.474,39.614,56.383,-63.685,0
2026-01-01 14:00:00,25.076,28.331,3.092,31.943,4.59,39.639,53.526,-64.942,0
2026-01-01 14:10:00,26.241,28.348,3.081,32.326,4.403,39.401,57.347,-63.503,0
2026-01-01 14:20:00,25.557,28.224,3.097,31.73,4.49,41.122,55.684,-65.169,0
2026-01-01 14:30:00,25.879,28.329,3.176,32.225,4.734,41.069,59.199,-65.442,0
2026-01-01 14:40:00,26.19,28.493,3.229,32.916,4.352,41.949,55.365,-65.819,0
2026-01-01 14:50:00,26.149,28.4,3.053,32.391,4.592,39.949,58.376,-67.192,0
2026-01-01 15:00:00,26.284,28.349,3.141,32.092,4.439,40.67,59.708,-64.677,0
2026-01-01 15:10:00,25.731,28.302,2.948,31.732,4.004,39.46,55.006,-62.54,0
2026-01-01 15:20:00,25.484,28.307,3.113,31.005,4.047,40.219,56.216,-64.452,0
2026-01-01 15:30:00,25.703,28.169,2.918,31.144,4.071,40.067,57.289,-64.177,0
2026-01-01 15:40:00,24.556,28.362,3.129,31.978,4.036,40.848,55.07,-65.496,0
2026-01-01 15:50:00,24.702,28.41,3.252,31.177,4.159,41.283,57.124,-65.293,0
2026-01-01 16:00:00,24.766,28.217,2.96,31.133,4.27,41.255,56.255,-63.82,0
2026-01-01 16:10:00,24.97,28.291,2.7,31.244,4.369,39.779,56.241,-62.593,0
2026-01-01 16:20:00,25.923,28.252,2.885,30.857,4.149,41.243,56.792,-63.22,0
2026-01-01 16:30:00,24.983,28.268,3.086,30.726,3.969,40.399,56.853,-64.043,0
2026-01-01 16:40:00,25.326,28.351,2.993,31.066,3.612,40.164,57.04,-64.972,0
2026-01-01 16:50:00,26.473,28.18,2.944,30.7,4.013,39.846,55.686,-64.767,0
2026-01-01 17:00:00,25.286,28.397,3.022,30.683,3.975,39.952,55.784,-65.929,0
2026-01-01 17:10:00,26.022,28.409,2.947,30.601,3.978,41.781,56.587,-66.77,0
2026-01-01 17:20:00,24.823,28.329,3.022,30.991,4.334,40.619,56.737,-66.392,0
2026-01-01 17:30:00,25.302,28.151,2.974,30.661,4.132,40.498,56.044,-64.988,0
2026-01-01 17:40:00,24.75,28.27,3.033,30.616,4.013,40.133,57.433,-65.408,0
2026-01-01 17:50:00,25.146,28.448,2.881,30.826,3.636,42.283,53.598,-66.831,0
2026-01-01 18:00:00,25.939,28.128,2.934,30.507,3.699,41.354,55.564,-65.123,0
2026-01-01 18:10:00,24.109,28.322,2.775,30.401,3.756,39.715,56.388,-65.472,0
2026-01-01 18:20:00,25.588,28.256,2.727,30.607,3.594,40.054,55.363,-66.51,0
2026-01-01 18:30:00,25.416,28.414,2.991,30.621,3.823,40.083,59.849,-65.56,0
2026-01-01 18:40:00,24.799,28.296,2.8,30.284,3.769,40.351,56.961,-65.515,0
2026-01-01 18:50:00,24.167,28.382,2.857,30.313,3.456,39.652,57.256,-65.885,0
2026-01-01 19:00:00,25.193,28.395,2.763,29.963,3.889,40.543,56.077,-64.049,0
2026-01-01 19:10:00,24.735,28.496,2.665,29.89,3.646,41.331,56.927,-67.461,0
2026-01-01 19:20:00,25.232,28.332,2.724,30.416,3.257,39.096,54.776,-67.578,0
2026-01-01 19:30:00,25.046,28.378,2.882,30.262,3.571,39.22,56.665,-65.209,0
2026-01-01 19:40:00,26.114,28.229,2.764,30.227,3.616,39.712,55.29,-65.117,0
2026-01-01 19:50:00,24.786,28.442,2.48,30.129,3.733,39.724,56.483,-64.767,0
2026-01-01 20:00:00,24.198,28.286,2.647,30.013,3.451,41.646,52.38,-65.919,0
2026-01-01 20:10:00,25.0,28.301,2.874,30.21,3.665,40.823,54.961,-66.395,0
2026-01-01 20:20:00,24.989,28.343,2.623,30.265,3.519,40.75,59.63,-65.324,0
2026-01-01 20:30:00,25.745,28.219,2.42,30.23,3.201,39.755,58.492,-65.868,0
2026-01-01 20:40:00,25.338,28.361,2.851,29.853,3.164,39.709,59.373,-63.5,0
2026-01-01 20:50:00,24.961,28.419,2.694,30.353,3.655,38.748,59.498,-65.775,0
2026-01-01 21:00:00,25.694,28.364,2.592,29.929,3.655,40.505,58.211,-65.474,0
2026-01-01 21:10:00,23.796,28.213,2.545,30.056,3.466,40.242,56.184,-62.465,0
2026-01-01 21:20:00,24.138,28.329,2.708,29.921,3.687,40.847,55.131,-65.696,0
2026-01-01 21:30:00,23.894,28.396,2.502,29.899,3.587,39.618,59.06,-64.822,0
2026-01-01 21:40:00,24.227,28.186,2.694,29.548,3.501,39.641,57.109,-64.741,0
2026-01-01 21:50:00,23.493,28.248,2.611,30.047,3.171,39.858,61.478,-64.668,0
2026-01-01 22:00:00,24.858,28.403,2.564,30.796,3.69,40.402,56.327,-65.227,0
2026-01-01 22:10:00,24.214,28.353,2.542,29.67,3.442,38.479,60.53,-65.372,0
2026-01-01 22:20:00,23.297,28.363,2.494,29.831,3.25,40.209,56.691,-65.514,0
2026-01-01 22:30:00,23.571,28.477,2.63,29.657,3.187,39.569,59.371,-66.357,0
2026-01-01 22:40:00,24.458,28.364,2.391,29.652,3.366,38.703,60.012,-65.307,0
2026-01-01 22:50:00,24.781,28.377,2.291,30.376,2.975,37.847,55.109,-63.296,0
2026-01-01 23:00:00,25.547,28.539,2.551,29.616,3.446,39.369,56.068,-64.31,0
2026-01-01 23:10:00,26.145,28.303,2.544,29.704,3.112,40.599,55.071,-65.432,0
2026-01-01 23:20:00,24.351,28.254,2.517,29.335,3.375,40.743,54.706,-64.804,0
2026-01-01 23:30:00,23.324,28.35,2.5,29.649,3.196,39.65,58.109,-66.909,0
2026-01-01 23:40:00,22.48,28.349,2.405,29.342,3.247,40.897,56.542,-66.214,0
2026-01-01 23:50:00,24.115,28.27,2.53,30.19,3.15,39.254,56.977,-64.8,0
2026-01-02 00:00:00,23.314,28.227,2.423,30.981,3.271,40.012,57.87,-64.189,0
2026-01-02 00:10:00,33.485,26.099,4.318,29.906,3.684,47.752,79.018,-76.953,1
2026-01-02 00:20:00,34.352,26.373,4.234,29.488,3.588,48.693,84.164,-76.088,1
2026-01-02 00:30:00,34.906,26.575,4.104,30.425,3.387,44.865,82.783,-72.619,1
2026-01-02 00:40:00,34.615,26.207,4.07,29.897,3.317,46.631,82.755,-76.768,1
2026-01-02 00:50:00,35.206,26.093,4.118,30.65,3.498,50.28,80.559,-75.147,1
2026-01-02 01:00:00,34.605,25.882,4.042,30.143,3.563,49.363,82.692,-74.261,1
2026-01-02 01:10:00,34.52,26.016,4.186,30.069,3.18,48.055,78.226,-74.018,1
2026-01-02 01:20:00,33.836,25.699,4.246,30.278,3.34,48.663,79.494,-78.084,1
2026-01-02 01:30:00,23.149,28.314,2.126,30.658,3.002,38.717,56.814,-65.196,0
2026-01-02 01:40:00,23.408,28.436,2.418,30.368,3.603,40.248,57.051,-64.739,0
2026-01-02 01:50:00,24.641,28.317,2.322,30.331,3.804,40.47,54.806,-67.653,0
2026-01-02 02:00:00,23.452,28.247,2.113,30.493,3.421,37.423,56.91,-66.876,0
2026-01-02 02:10:00,24.007,28.233,2.462,30.178,2.994,38.424,55.971,-65.398,0
2026-01-02 02:20:00,22.928,28.238,2.531,30.825,3.557,37.837,54.18,-66.695,0
2026-01-02 02:30:00,22.407,28.247,2.535,30.124,3.27,39.411,57.781,-67.176,0
2026-01-02 02:40:00,22.52,28.234,2.398,30.659,3.335,38.805,55.532,-65.417,0
2026-01-02 02:50:00,22.647,28.334,2.358,31.148,3.611,38.022,55.789,-65.349,0
2026-01-02 03:00:00,24.605,28.119,2.511,31.056,3.555,38.545,55.66,-67.257,0
2026-01-02 03:10:00,22.5,28.323,2.553,31.226,3.426,38.061,58.689,-66.508,0
2026-01-02 03:20:00,23.623,28.22,2.486,31.068,3.414,39.689,56.363,-68.259,0
2026-01-02 03:30:00,22.365,28.277,2.237,31.572,3.59,38.79,56.55,-67.93,0
2026-01-02 03:40:00,23.611,28.154,2.374,31.56,3.505,38.844,55.585,-66.752,0
2026-01-02 03:50:00,23.191,28.346,2.404,31.466,3.387,36.129,57.18,-66.91,0
2026-01-02 04:00:00,22.775,28.336,2.135,31.71,3.565,38.164,58.745,-68.155,0
2026-01-02 04:10:00,22.819,28.309,2.409,31.724,3.723,39.839,57.45,-67.901,0
2026-01-02 04:20:00,22.353,28.108,2.627,31.384,3.644,39.188,57.488,-68.368,0
2026-01-02 04:30:00,23.089,28.291,2.434,31.144,3.422,36.604,57.31,-66.591,0
2026-01-02 04:40:00,22.423,28.254,2.536,31.839,3.928,37.785,53.7,-69.547,0
2026-01-02 04:50:00,21.849,28.089,2.384,31.961,3.208,37.029,54.573,-68.448,0
2026-01-02 05:00:00,21.779,28.212,2.356,32.23,3.693,39.314,55.746,-69.518,0
2026-01-02 05:10:00,22.761,28.239,2.414,31.599,3.685,38.095,54.772,-66.828,0
2026-01-02 05:20:00,23.714,28.25,2.274,31.688,3.866,37.24,54.126,-69.543,0
2026-01-02 05:30:00,22.689,28.216,2.261,32.245,3.976,37.836,52.635,-67.391,0
2026-01-02 05:40:00,22.463,28.221,2.533,32.138,4.117,35.678,53.544,-65.51,0
2026-01-02 05:50:00,22.716,28.311,2.551,31.581,3.777,36.85,55.468,-65.519,0
2026-01-02 06:00:00,23.401,28.287,2.272,32.45,4.066,37.702,55.765,-69.744,0
2026-01-02 06:10:00,22.611,27.955,2.513,31.748,4.017,38.305,54.423,-67.268,0
2026-01-02 06:20:00,22.142,28.155,2.392,32.142,3.664,36.03,55.953,-68.863,0
2026-01-02 06:30:00,23.177,28.163,2.449,33.023,4.416,37.234,54.989,-69.157,0
2026-01-02 06:40:00,22.676,28.032,2.47,33.264,3.778,38.302,57.692,-67.912,0
2026-01-02 06:50:00,23.426,28.175,2.541,32.275,4.179,36.288,55.396,-66.351,0
2026-01-02 07:00:00,22.454,28.263,2.439,32.659,4.203,37.589,56.897,-67.156,0
2026-01-02 07:10:00,21.445,28.072,2.606,32.862,4.21,37.414,55.967,-68.783,0
2026-01-02 07:20:00,21.321,28.181,2.481,33.543,4.086,38.689,53.034,-67.129,0
2026-01-02 07:30:00,23.412,28.076,2.527,32.818,4.381,37.09,55.35,-70.718,0
2026-01-02 07:40:00,23.442,28.091,2.361,32.893,3.933,37.093,53.244,-68.979,0
2026-01-02 07:50:00,22.089,28.259,2.728,33.67,4.262,37.871,55.229,-69.114,0
2026-01-02 08:00:00,21.927,28.092,2.534,33.063,4.192,36.083,54.036,-68.081,0
2026-01-02 08:10:00,23.2,28.168,2.573,33.512,4.199,36.925,56.018,-68.468,0
2026-01-02 08:20:00,21.384,27.977,2.303,32.806,4.45,36.695,52.868,-68.445,0
2026-01-02 08:30:00,21.516,28.271,2.407,33.325,4.609,36.906,55.263,-68.534,0
2026-01-02 08:40:00,22.576,28.165,2.664,32.865,4.354,37.655,56.219,-68.347,0
2026-01-02 08:50:00,21.835,28.098,2.56,33.134,4.608,37.378,56.774,-67.776,0
2026-01-02 09:00:00,22.093,28.154,2.307,33.854,4.49,36.295,53.716,-68.294,0
2026-01-02 09:10:00,21.969,27.99,2.671,33.597,4.33,36.962,55.074,-68.864,0
2026-01-02 09:20:00,22.308,28.193,2.492,33.555,4.485,38.005,55.324,-68.09,0
2026-01-02 09:30:00,23.045,28.067,2.738,33.455,4.504,36.108,57.727,-67.629,0
2026-01-02 09:40:00,22.113,28.072,2.569,33.688,4.452,36.85,52.225,-69.337,0
2026-01-02 09:50:00,22.491,28.044,2.615,33.916,4.704,36.54,53.2,-68.789,0
2026-01-02 10:00:00,20.597,28.032,2.744,34.198,4.692,36.606,59.836,-67.372,0
2026-01-02 10:10:00,21.99,28.13,2.506,32.977,4.352,35.314,54.245,-70.138,0
2026-01-02 10:20:00,21.428,28.09,2.507,33.643,4.366,37.709,51.28,-66.697,0
2026-01-02 10:30:00,21.159,28.116,2.614,34.026,4.806,35.924,53.582,-70.518,0
2026-01-02 10:40:00,21.393,28.059,2.749,33.969,4.582,37.327,49.594,-69.373,0
2026-01-02 10:50:00,21.771,28.095,2.502,34.176,4.829,35.973,54.957,-70.146,0
2026-01-02 11:00:00,22.643,28.016,2.474,34.157,4.947,35.934,55.927,-66.427,0
2026-01-02 11:10:00,21.072,28.223,2.786,33.983,4.559,37.37,52.774,-69.703,0
2026-01-02 11:20:00,22.021,27.914,2.627,33.928,4.553,37.16,53.513,-69.746,0
2026-01-02 11:30:00,21.662,28.135,2.665,34.047,5.191,36.498,55.967,-69.636,0
2026-01-02 11:40:00,21.772,28.139,2.502,34.553,4.947,36.906,51.099,-69.122,0
2026-01-02 11:50:00,22.706,27.956,2.656,33.91,4.812,36.033,51.814,-69.677,0
2026-01-02 12:00:00,22.384,28.198,2.749,34.157,4.728,36.225,53.726,-69.487,0
2026-01-02 12:10:00,22.948,28.094,2.874,34.252,4.83,35.671,52.726,-73.607,0
2026-01-02 12:20:00,21.909,28.087,2.683,34.741,4.711,36.892,53.494,-69.348,0
2026-01-02 12:30:00,21.537,28.007,2.987,34.094,5.142,35.583,51.691,-69.439,0
2026-01-02 12:40:00,21.874,27.982,2.719,34.536,4.825,37.296,54.294,-68.258,0
2026-01-02 12:50:00,22.209,27.978,2.732,34.63,5.214,35.826,53.582,-67.976,0
2026-01-02 13:00:00,22.172,28.021,3.011,34.172,4.929,36.066,54.781,-69.815,0
2026-01-02 13:10:00,21.3,28.097,2.865,34.113,4.813,36.629,54.094,-68.652,0
2026-01-02 13:20:00,22.133,27.994,2.786,34.061,4.948,36.013,54.047,-70.995,0
2026-01-02 13:30:00,22.242,27.902,2.847,34.074,4.519,35.729,51.013,-68.794,0
2026-01-02 13:40:00,23.857,28.036,3.04,34.447,5.03,35.917,54.443,-70.442,0
2026-01-02 13:50:00,23.423,28.038,3.066,34.211,5.029,36.631,52.902,-71.217,0
2026-01-02 14:00:00,21.527,28.012,2.805,34.191,5.236,35.361,53.138,-70.058,0
2026-01-02 14:10:00,21.939,28.014,2.91,33.691,4.701,35.766,55.264,-68.194,0
2026-01-02 14:20:00,21.132,27.928,2.939,33.72,5.317,35.852,52.022,-69.696,0
2026-01-02 14:30:00,21.761,27.87,2.822,34.78,5.253,36.513,55.689,-68.156,0
2026-01-02 14:40:00,22.414,27.87,2.946,33.936,5.344,35.719,55.796,-70.888,0
2026-01-02 14:50:00,23.057,27.804,2.965,33.693,5.086,37.225,54.49,-68.769,0
2026-01-02 15:00:00,21.723,27.949,3.113,34.428,5.301,35.632,51.309,-70.846,0
2026-01-02 15:10:00,21.796,27.918,3.133,33.987,4.806,35.548,49.078,-69.829,0
2026-01-02 15:20:00,20.773,27.885,2.96,34.049,5.243,35.582,54.894,-69.875,0
2026-01-02 15:30:00,22.186,27.679,2.985,33.755,4.945,34.647,53.091,-69.376,0
2026-01-02 15:40:00,21.58,27.811,3.102,33.645,4.767,34.854,51.488,-69.903,0
2026-01-02 15:50:00,21.977,27.995,2.963,33.649,4.869,35.242,54.88,-71.124,0
2026-01-02 16:00:00,21.76,27.848,3.115,33.174,5.092,36.559,51.155,-69.214,0
2026-01-02 16:10:00,22.334,27.925,3.044,33.574,4.921,35.609,51.88,-68.225,0
2026-01-02 16:20:00,21.196,27.78,2.949,33.654,5.155,35.233,53.526,-71.035,0
2026-01-02 16:30:00,21.428,28.002,2.961,34.141,4.711,36.589,50.515,-72.568,0
2026-01-02 16:40:00,23.974,27.87,3.259,33.465,4.64,36.836,52.26,-69.797,0
2026-01-02 16:50:00,21.611,27.9,3.077,32.557,5.331,36.587,54.355,-70.823,0
2026-01-02 17:00:00,21.775,28.059,3.302,33.279,5.227,34.889,52.713,-70.612,0
2026-01-02 17:10:00,23.859,27.989,3.053,34.207,4.826,35.165,54.516,-69.816,0
2026-01-02 17:20:00,24.638,27.839,3.159,33.486,5.024,37.002,54.248,-71.059,0
2026-01-02 17:30:00,21.817,27.811,3.42,32.832,5.216,35.736,52.159,-70.861,0
2026-01-02 17:40:00,22.412,27.828,3.014,33.254,5.082,35.321,47.877,-70.684,0
2026-01-02 17:50:00,22.942,27.89,2.921,32.718,5.014,36.102,50.03,-68.826,0
2026-01-02 18:00:00,23.948,27.837,3.312,32.433,5.188,36.327,53.332,-70.579,0
2026-01-02 18:10:00,22.081,27.809,3.066,32.713,4.807,35.059,49.105,-72.122,0
2026-01-02 18:20:00,22.636,27.954,3.17,32.793,4.943,35.687,51.245,-72.097,0
2026-01-02 18:30:00,23.388,27.823,3.109,32.032,4.915,36.248,52.38,-70.518,0
2026-01-02 18:40:00,23.184,28.011,3.218,32.21,4.846,34.576,54.353,-72.062,0
2026-01-02 18:50:00,22.654,27.83,3.078,32.54,4.803,35.512,50.611,-72.603,0
2026-01-02 19:00:00,22.861,27.962,3.177,32.317,4.876,34.609,50.425,-69.986,0
2026-01-02 19:10:00,22.031,27.843,3.258,32.521,4.847,34.713,51.427,-69.947,0
2026-01-02 19:20:00,22.865,27.887,3.089,31.88,4.609,35.05,52.091,-71.229,0
2026-01-02 19:30:00,22.884,27.748,3.131,32.477,4.957,35.883,51.119,-70.453,0
2026-01-02 19:40:00,23.273,27.734,3.178,31.734,4.579,35.246,53.224,-70.597,0
2026-01-02 19:50:00,22.762,27.835,3.053,32.645,4.707,34.987,49.835,-70.116,0
2026-01-02 20:00:00,23.521,27.873,3.178,31.391,4.667,35.551,51.428,-70.129,0
2026-01-02 20:10:00,23.941,27.793,3.246,31.531,4.773,34.596,51.951,-73.997,0
2026-01-02 20:20:00,23.382,27.683,3.188,31.981,4.253,35.862,50.368,-71.173,0
2026-01-02 20:30:00,23.561,27.673,3.206,32.339,4.829,36.43,52.538,-70.276,0
2026-01-02 20:40:00,23.394,27.664,3.239,31.789,4.489,35.469,51.234,-71.402,0
2026-01-02 20:50:00,23.399,27.633,3.165,31.798,4.842,35.378,52.324,-70.878,0
2026-01-02 21:00:00,22.936,27.779,3.329,31.53,4.475,35.847,51.193,-70.032,0
2026-01-02 21:10:00,23.706,27.857,3.42,31.088,4.534,33.935,51.46,-70.846,0
2026-01-02 21:20:00,23.459,27.762,3.193,31.2,4.898,35.997,49.584,-69.143,0
2026-01-02 21:30:00,25.036,27.578,3.308,30.873,4.432,38.06,49.527,-69.608,0
2026-01-02 21:40:00,24.715,27.74,3.221,30.776,4.706,35.492,52.806,-71.11,0
2026-01-02 21:50:00,23.928,27.739,3.294,31.291,4.438,35.507,51.686,-71.213,0
2026-01-02 22:00:00,23.167,27.916,3.438,30.685,4.484,36.211,48.641,-74.401,0
2026-01-02 22:10:00,22.967,27.629,3.31,31.119,4.385,36.946,50.748,-71.378,0
2026-01-02 22:20:00,24.623,27.711,3.035,30.482,4.511,36.425,46.091,-72.615,0
2026-01-02 22:30:00,24.018,27.875,3.301,30.974,4.175,33.936,49.272,-70.729,0
2026-01-02 22:40:00,24.214,27.771,3.393,30.632,4.085,36.128,51.976,-70.813,0
2026-01-02 22:50:00,22.701,27.777,3.217,31.23,4.125,37.752,49.962,-70.164,0
2026-01-02 23:00:00,24.616,27.738,3.36,30.788,4.242,36.21,50.342,-69.324,0
2026-01-02 23:10:00,24.33,27.752,3.155,31.045,4.148,34.807,44.642,-71.031,0
2026-01-02 23:20:00,23.279,27.785,3.057,30.288,4.304,35.976,49.308,-68.263,0
2026-01-02 23:30:00,23.77,27.655,3.248,30.514,4.393,34.746,50.566,-70.719,0
2026-01-02 23:40:00,24.329,27.787,3.017,30.095,3.907,36.778,50.738,-72.568,0
2026-01-02 23:50:00,24.226,27.604,3.195,30.239,3.926,35.048,51.576,-71.667,0
